"Study_number","Site_ID","Meas_Year","Meas_Month","Meas_DOY","Rs_Norm","Rh_Norm","Ra_Norm","HC","RC","Tsoil","TsDepth","TsMethod","SWC","SWCDepth","SWCType","SWCComment","Meas_Month2","Study_midyear","Latitude","Longitude","Elevation","Manipulation","Biome","Ecosystem_type","Leaf_habit","Soil_type","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Ra_annual","Rh_annual","RC_annual","C_soilmineral"
6511,"CN-GLS-BL",2010,7,191,4.71,2.49,2.22,0.528,0.471,21.43,12,"",4.23,12,"VWC","TDR200",7,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,7,201,2.79,2.03,0.77,0.725,0.274,22.01,12,"",3.95,12,"VWC","TDR200",7,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,7,206,3.85,1.71,2.14,0.444,0.555,21.62,12,"",14.58,12,"VWC","TDR200",7,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,8,226,4.4,3.58,0.82,0.812,0.187,20.47,12,"",11.92,12,"VWC","TDR200",8,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,8,233,4.32,2.96,1.37,0.683,0.316,17.77,12,"",19.06,12,"VWC","TDR200",8,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,9,246,4.37,3.32,1.06,0.758,0.241,17.38,12,"",10.39,12,"VWC","TDR200",9,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,9,256,3.73,2.65,1.08,0.71,0.289,17.96,12,"",11.92,12,"VWC","TDR200",9,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,9,268,3.47,2.8,0.67,0.807,0.192,14.69,12,"",6.33,12,"VWC","TDR200",9,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,10,284,2.63,2.28,0.35,0.865,0.134,12.95,12,"",4.51,12,"VWC","TDR200",10,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,11,311,1.1,0.93,0.17,0.845,0.154,8.14,12,"",7.17,12,"VWC","TDR200",11,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6511,"CN-GLS-BL",2010,12,345,0.82,0.67,0.15,0.822,0.177,NA,NA,"",NA,NA,"","",12,2010,36.42333333,109.5255,1353,"None","Temperate","Forest","Deciduous","",NA,NA,NA,NA,NA,10.6,498,NA,NA,NA,"IRGA",10,2.5,323.49,"",15,1,"Exclusion",1044,329,844,NA,NA
6540,"US-UOM-CK",2009,3,87,0.91,0.91,0,NA,NA,7.8,NA,"",NA,NA,"","",3,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,4,114,1.89,1.89,0,NA,NA,15.75,NA,"",NA,NA,"","",4,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,5,137,2.33,2.33,0,NA,NA,20.03,NA,"",NA,NA,"","",5,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,6,165,3.92,3.92,0,NA,NA,22.02,NA,"",NA,NA,"","",6,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,7,188,3.24,3.24,0,NA,NA,23.3,NA,"",NA,NA,"","",7,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,8,215,3.25,3.25,0,NA,NA,23.72,NA,"",NA,NA,"","",8,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,8,238,2.4,2.4,0,NA,NA,21,NA,"",NA,NA,"","",8,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,9,265,1.6,1.6,0,NA,NA,13.44,NA,"",NA,NA,"","",9,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,10,289,1.17,1.17,0,NA,NA,11.58,NA,"",NA,NA,"","",10,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,11,318,0.49,0.49,0,NA,NA,3.01,NA,"",NA,NA,"","",11,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2009,12,343,0.36,0.36,0,NA,NA,0.58,NA,"",NA,NA,"","",12,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2010,1,4,0.47,0.47,0,NA,NA,1.15,NA,"",NA,NA,"","",1,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6540,"US-UOM-CK",2010,1,30,1.47,1.47,0,NA,NA,10.13,NA,"",NA,NA,"","",1,2009,43.385,-71.215,NA,"None","Temperate","Grassland","Deciduous","Mesic Typic Dystrudept",NA,NA,45,46,9,10.3,1063,NA,NA,NA,"IRGA",5,2.5,490.63,"",30,1,"Exclusion",NA,NA,575,NA,NA
6548,"CN-YHS",2010,2,45,0.69,0.34,0.35,0.49,0.509,9.99,10,"",37.49,15,"VWC","miniTrase 6050X3K1",2,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,3,75,0.9,0.54,0.36,0.596,0.403,10.69,10,"",36.06,15,"VWC","miniTrase 6050X3K1",3,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,4,105,1.15,0.78,0.38,0.673,0.326,16.43,10,"",41.71,15,"VWC","miniTrase 6050X3K1",4,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,5,135,1.33,0.66,0.67,0.493,0.506,16.9,10,"",41.34,15,"VWC","miniTrase 6050X3K1",5,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,6,165,2.09,1.03,1.07,0.489,0.51,20.03,10,"",40.86,15,"VWC","miniTrase 6050X3K1",6,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,7,195,1.98,0.8,1.18,0.403,0.596,22.46,10,"",40.19,15,"VWC","miniTrase 6050X3K1",7,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,8,225,1.47,0.82,0.65,0.559,0.44,18.8,10,"",40.11,15,"VWC","miniTrase 6050X3K1",8,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,9,255,1.56,0.71,0.86,0.452,0.547,19.02,10,"",40.24,15,"VWC","miniTrase 6050X3K1",9,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,10,285,1.14,0.6,0.55,0.521,0.478,16.92,10,"",38.46,15,"VWC","miniTrase 6050X3K1",10,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,11,315,0.74,0.46,0.28,0.624,0.375,12.71,10,"",40.8,15,"VWC","miniTrase 6050X3K1",11,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2010,12,345,0.75,0.41,0.34,0.547,0.452,11.02,10,"",37.71,15,"VWC","miniTrase 6050X3K1",12,2010.5,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6548,"CN-YHS",2011,1,15,0.27,0.14,0.13,0.529,0.47,4.4,10,"",38.84,15,"VWC","miniTrase 6050X3K1",1,2010,29.5,103.6,NA,"None","Temperate","Forest","Evergreen","",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",4.4,1.2,78.5,"",30,1,"Exclusion",427,208,87,0.49,NA
6575,"DE-SPP-CK",2008,11,310,0.79,0.7,0.08,0.896,0.103,6.05,NA,"",NA,NA,"","",11,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2008,12,340,0.27,0.26,0.01,0.948,0.051,1.88,NA,"",NA,NA,"","",12,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,1,17,0.05,0.04,0.01,0.8,0.2,0.73,NA,"",NA,NA,"","",1,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,2,49,0.24,0.23,0.01,0.95,0.049,0.85,NA,"",NA,NA,"","",2,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,3,79,0.08,0.07,0.01,0.858,0.141,0.62,NA,"",NA,NA,"","",3,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,4,96,1.05,0.43,0.61,0.414,0.585,2.41,NA,"",NA,NA,"","",4,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,5,125,0.96,0.46,0.49,0.484,0.515,7.51,NA,"",NA,NA,"","",5,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,5,133,1.52,0.76,0.76,0.499,0.5,8.61,NA,"",NA,NA,"","",5,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,5,147,1.57,0.83,0.74,0.528,0.471,8.96,NA,"",NA,NA,"","",5,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,6,166,1.6,1.04,0.57,0.647,0.352,9.6,NA,"",NA,NA,"","",6,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,7,182,1.95,1.42,0.54,0.725,0.274,10.98,NA,"",NA,NA,"","",7,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,7,195,2.26,1.51,0.76,0.665,0.334,11.51,NA,"",NA,NA,"","",7,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,7,211,1.44,1.11,0.33,0.77,0.229,11.86,NA,"",NA,NA,"","",7,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,8,223,3.36,1.95,1.42,0.578,0.421,10.82,NA,"",NA,NA,"","",8,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,8,239,2.92,2.18,0.74,0.746,0.253,10.64,NA,"",NA,NA,"","",8,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,9,258,0.9,0.73,0.17,0.812,0.187,9.89,NA,"",NA,NA,"","",9,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,10,285,0.53,0.35,0.18,0.655,0.344,6.6,NA,"",NA,NA,"","",10,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,10,299,0.97,0.52,0.44,0.541,0.458,5.5,NA,"",NA,NA,"","",10,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,11,322,0.53,0.48,0.05,0.907,0.092,5.38,NA,"",NA,NA,"","",11,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2009,12,350,0.25,0.24,0.01,0.963,0.036,1.91,NA,"",NA,NA,"","",12,2009,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",365,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,1,18,0.21,0.14,0.06,0.697,0.302,0.93,NA,"",NA,NA,"","",1,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,2,53,0.26,0.22,0.05,0.825,0.174,0.82,NA,"",NA,NA,"","",2,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,3,69,0.15,0.14,0,0.993,0.006,0.88,NA,"",NA,NA,"","",3,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,3,88,0.45,0.38,0.07,0.836,0.163,1.69,NA,"",NA,NA,"","",3,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,4,106,0.47,0.26,0.21,0.558,0.441,3.25,NA,"",NA,NA,"","",4,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,5,125,0.64,0.56,0.09,0.863,0.136,5.69,NA,"",NA,NA,"","",5,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,5,138,0.86,0.54,0.32,0.626,0.373,6.73,NA,"",NA,NA,"","",5,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,5,151,0.98,0.59,0.4,0.596,0.403,8.18,NA,"",NA,NA,"","",5,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,6,165,1.73,1.23,0.5,0.711,0.288,9.68,NA,"",NA,NA,"","",6,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,6,178,2.45,2.16,0.29,0.882,0.117,10.38,NA,"",NA,NA,"","",6,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,7,193,3.34,3.24,0.1,0.969,0.03,11.19,NA,"",NA,NA,"","",7,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,7,206,1.99,1.14,0.85,0.574,0.425,11.36,NA,"",NA,NA,"","",7,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,8,222,1.35,0.94,0.41,0.696,0.303,11.13,NA,"",NA,NA,"","",8,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,8,236,1.38,1.14,0.23,0.831,0.168,10.96,NA,"",NA,NA,"","",8,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,9,252,1.36,0.89,0.47,0.657,0.342,9.11,NA,"",NA,NA,"","",9,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,9,264,0.85,0.69,0.16,0.813,0.186,8.53,NA,"",NA,NA,"","",9,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,10,294,0.58,0.35,0.23,0.604,0.395,4.95,NA,"",NA,NA,"","",10,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,11,315,0.49,0.48,0.01,0.983,0.016,5.41,NA,"",NA,NA,"","",11,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2010,12,347,0.18,0.13,0.05,0.717,0.282,2.06,NA,"",NA,NA,"","",12,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6575,"DE-SPP-CK",2011,1,22,0.14,0.11,0.03,0.785,0.214,1.42,NA,"",NA,NA,"","",1,2010,50.13166667,11.88083333,700,"None","Temperate","Wetland","Deciduous","Organic",0.11,NA,NA,NA,NA,6.3,1020,NA,NA,NA,"IRGA",45,5,1808.64,"",17,1,"Exclusion",307,NA,NA,NA,49000
6822,"IT-BEA-CK",2011,NA,63,NA,0.98,NA,NA,NA,5.41,5,"",NA,NA,"","",3,2011.5,46,13.02,65,"None","Temperate","Agriculture","Deciduous","Chromi-Endoskeletic Cambisol",1.25,NA,NA,NA,NA,13.7,1200,NA,NA,NA,"IRGA",NA,NA,803.84,"",0.1,1,"",NA,NA,640,NA,NA
